房屋信息,房屋价格,房屋位置,房屋单价
紫林居  | 3室2厅 | 85平米 | 南 | 简装 | 无电梯,370,天河公园,单价43530元/平米
同和云苑新村  | 3室2厅 | 88.86平米 | 南 北 | 简装 | 无电梯,220,同和,单价24759元/平米
广州奥林匹克花园  | 2室2厅 | 73.9平米 | 南 | 简装 | 无电梯,285,洛溪,单价38566元/平米
东晓路鸭墩新街  | 3室2厅 | 72.44平米 | 北 | 精装 | 无电梯,278,东晓路,单价38377元/平米
松涛北苑  | 2室2厅 | 92.48平米 | 南 | 其他 | 有电梯,260,白云大道北,单价28115元/平米
华景新城叠翠居  | 2室2厅 | 91.45平米 | 西北 | 其他 | 无电梯,398,华景新城,单价43522元/平米
广州富力城  | 2室2厅 | 83平米 | 西南 | 简装 | 有电梯,220,黄石路,单价26507元/平米
芳园居教师新村  | 3室2厅 | 85平米 | 南 北 | 简装 | 无电梯,210,龙溪,单价24706元/平米
嘉逸花园  | 2室2厅 | 65.38平米 | 东南 | 其他 | 无电梯,300,东莞庄,单价45886元/平米
黄埔花园  | 1室1厅 | 61.44平米 | 北 | 其他 | 有电梯,300,区府,单价48829元/平米
骏景花园  | 2室1厅 | 89平米 | 南 | 简装 | 有电梯,480,棠下,单价53933元/平米
富力桃园  | 2室2厅 | 88平米 | 北 | 精装 | 有电梯,308,罗冲围,单价35000元/平米
逸翠湾  | 2室2厅 | 103平米 | 东北 | 精装 | 有电梯,618,黄沙,单价60000元/平米
动感华庭  | 2室2厅 | 89.68平米 | 北 | 其他 | 有电梯,380,江燕路,单价42373元/平米
江南美景花园  | 3室1厅 | 105.93平米 | 东南 | 其他 | 有电梯,460,新港西,单价43425元/平米
海滨花园  | 3室2厅 | 122.9平米 | 南 | 简装 | 有电梯,388,洛溪,单价31571元/平米
祥景花园雍翠园  | 2室2厅 | 79.97平米 | 东北 | 其他 | 有电梯,275,黄石路,单价34388元/平米
芳华花园洛涛居  | 2室1厅 | 67.7平米 | 南 | 简装 | 无电梯,250,洛溪,单价36928元/平米
天河直街远洋宿舍  | 3室1厅 | 78.98平米 | 南 | 其他,392,体育中心,单价49633元/平米
东华东路  | 2室2厅 | 75.12平米 | 北 | 其他,658,东湖,单价87594元/平米
翡翠绿洲湖滨苑  | 2室1厅 | 95平米 | 南 | 其他 | 有电梯,218.5,新塘,单价23000元/平米
富多来花园二区  | 3室1厅 | 80.85平米 | 北 | 其他 | 无电梯,245,同德围,单价30304元/平米
中顺领御公馆  | 4室2厅 | 158平米 | 北 | 精装 | 有电梯,638,工业大道南,单价40380元/平米
保利白云山庄傲云居  | 3室1厅 | 100.23平米 | 南 | 精装 | 无电梯,400,白云大道北,单价39909元/平米
越秀可逸阳光  | 2室1厅 | 84平米 | 南 | 其他 | 有电梯,250,沙湾,单价29762元/平米
富基广场  | 1室1厅 | 35.96平米 | 东 | 简装 | 有电梯,180,滨江中,单价50056元/平米
一方雅居  | 2室2厅 | 76平米 | 北 | 简装,395,昌岗,单价51974元/平米
都市品格  | 2室1厅 | 88.81平米 | 东北 | 其他 | 有电梯,280,白云大道北,单价31528元/平米
翡翠绿洲森林半岛  | 5室3厅 | 244.5平米 | 南 北 | 毛坯 | 有电梯,600,新塘,单价24540元/平米
黄沙大道  | 2室1厅 | 71.86平米 | 东北 | 其他 | 有电梯,315,黄沙,单价43836元/平米
华景新城绿茵居  | 3室2厅 | 92平米 | 东 | 简装 | 无电梯,393,华景新城,单价42718元/平米
南航新村  | 3室1厅 | 86平米 | 南 | 其他 | 有电梯,205,新市,单价23838元/平米
华景新城怡华台  | 3室2厅 | 90.8平米 | 东南 | 简装 | 有电梯,520,华景新城,单价57269元/平米
达道路寺贝新街  | 1室0厅 | 10平米 | 南 | 毛坯,88,东山口,单价88000元/平米
邦泰国际公寓  | 2室1厅 | 86平米 | 南 | 精装 | 有电梯,460,琶洲,单价53489元/平米
东景华庭  | 3室2厅 | 109.76平米 | 东 | 其他 | 无电梯,258,新塘,单价23506元/平米
华港花园  | 3室2厅 | 108平米 | 南 北 | 精装,650,天河公园,单价60186元/平米
文船生活区新东区  | 3室1厅 | 80平米 | 南 北 | 其他 | 无电梯,200,区府,单价25000元/平米
美林海岸花园  | 2室2厅 | 75.14平米 | 南 | 其他 | 有电梯,475,员村,单价63216元/平米
华港花园  | 3室2厅 | 106平米 | 南 北 | 简装,530,天河公园,单价50000元/平米
桥福园  | 4室2厅 | 124平米 | 南 北 | 精装,315,市桥,单价25404元/平米
光大花园中海锦榕湾  | 3室2厅 | 102.02平米 | 西南 | 其他 | 有电梯,650,工业大道北,单价63713元/平米
春鸿居  | 2室1厅 | 62.27平米 | 南 | 其他 | 无电梯,170,白云大道北,单价27301元/平米
华标广场  | 3室2厅 | 105平米 | 南 北 | 其他,750,天河北,单价71429元/平米
黄埔花园  | 3室2厅 | 91.4平米 | 东北 | 精装,390,区府,单价42670元/平米
马赛国际公寓  | 1室0厅 | 46.91平米 | 东 | 简装 | 有电梯,190,珠江新城东,单价40504元/平米
泰景花园文苑阁  | 2室2厅 | 89.6平米 | 北 | 简装 | 无电梯,295,区府,单价32925元/平米
加拿大花园  | 2室1厅 | 89平米 | 南 | 其他,368,华景新城,单价41349元/平米
嘉尚国际公寓  | 1室0厅 | 31.02平米 | 南 | 其他 | 有电梯,300,天河北,单价96712元/平米
机安宿舍  | 2室1厅 | 44平米 | 东 | 其他,105,机场路,单价23864元/平米
嘉鸿花园金玫瑰园  | 1室1厅 | 47.97平米 | 西南 | 简装 | 有电梯,192,金碧,单价40026元/平米
景云路  | 3室1厅 | 81.19平米 | 北 | 简装 | 无电梯,220,大金钟,单价27097元/平米
广医小区  | 3室1厅 | 81.78平米 | 南 北 | 简装,405,盘福,单价49524元/平米
六运小区  | 2室1厅 | 71平米 | 南 | 简装 | 无电梯,380,天河南,单价53522元/平米
恒大御景半岛  | 4室2厅 | 160.63平米 | 南 | 其他 | 有电梯,500,金沙洲,单价31128元/平米
华乐苑  | 1室1厅 | 52.73平米 | 南 北 | 其他 | 有电梯,258,新港西,单价48929元/平米
云景花园云桂苑  | 1室1厅 | 54.9平米 | 南 | 简装 | 有电梯,250,同和,单价45538元/平米
马赛国际公寓  | 1室1厅 | 66.2平米 | 西北 | 简装 | 有电梯,270,珠江新城东,单价40786元/平米
东方名都  | 5室2厅 | 120平米 | 南 北 | 其他 | 有电梯,300,新塘,单价25000元/平米
金晖花园  | 4室2厅 | 89.3平米 | 南 | 精装 | 无电梯,400,粤垦,单价44793元/平米
江畔华庭  | 3室2厅 | 136平米 | 南 | 其他 | 有电梯,880,滨江东,单价64706元/平米
锦绣银苑  | 3室2厅 | 91.9平米 | 南 | 精装 | 有电梯,180,新塘,单价19587元/平米
兰亭上东  | 1室1厅 | 60.45平米 | 北 | 简装 | 有电梯,320,员村,单价52937元/平米
贵贤上品  | 4室2厅 | 154平米 | 南 | 精装 | 有电梯,924,西关,单价60000元/平米
乐得花园  | 3室1厅 | 74.76平米 | 南 | 简装 | 有电梯,215,白云大道北,单价28759元/平米
海景阁  | 3室2厅 | 119平米 | 东 | 其他,628,滨江中,单价52774元/平米
金钟横路锦翠苑  | 4室1厅 | 71平米 | 南 北 | 其他,280,广园路,单价39437元/平米
芳华花园洛湖居  | 4室2厅 | 109平米 | 南 | 其他 | 无电梯,368,洛溪,单价33762元/平米
中环品悦  | 3室1厅 | 99平米 | 南 | 其他 | 有电梯,398,大石,单价40203元/平米
机安宿舍  | 5室2厅 | 108平米 | 西北 | 简装,216,机场路,单价20000元/平米
御鹿华轩  | 2室1厅 | 83平米 | 南 | 其他 | 有电梯,350,广园路,单价42169元/平米
华南御景园御水街  | 4室2厅 | 107.31平米 | 南 北 | 精装 | 有电梯,560,长兴,单价52186元/平米
橡树园  | 3室2厅 | 114.34平米 | 东南 | 其他 | 有电梯,500,沙太南,单价43730元/平米
广东商业大厦  | 4室2厅 | 136.81平米 | 东南 | 简装,1000,东山口,单价73095元/平米
美林海岸花园  | 2室1厅 | 82平米 | 东南 | 精装,505,员村,单价61586元/平米
侨源山庄  | 3室2厅 | 94平米 | 西北 | 简装,400,粤垦,单价42554元/平米
盈丰华轩  | 2室2厅 | 78平米 | 东南 | 其他,330,江燕路,单价42308元/平米
锦城花园  | 2室1厅 | 88平米 | 南 | 精装 | 有电梯,880,东风东,单价100000元/平米
芳华花园洛涛居  | 3室1厅 | 87.1平米 | 东南 | 其他,299,洛溪,单价34329元/平米
南国奥林匹克花园北奥一路  | 2室2厅 | 79平米 | 西北 | 简装 | 无电梯,330,华南,单价41773元/平米
东华南路  | 3室2厅 | 101.39平米 | 南 | 其他,505,东川路,单价49808元/平米
华景新城芳满庭园  | 4室2厅 | 124.53平米 | 南 | 其他,790,华景新城,单价63439元/平米
海印苑  | 2室2厅 | 80.27平米 | 北 | 其他,561,东湖,单价69890元/平米
南景园  | 3室1厅 | 123.5平米 | 南 | 简装 | 有电梯,588,江燕路,单价47612元/平米
嘉洲翠庭  | 5室2厅 | 200平米 | 东北 | 其他,2000,小北,单价100000元/平米
金泽豪庭  | 3室2厅 | 91平米 | 南 | 简装 | 有电梯,235,新塘,单价25825元/平米
广州雅居乐花园雅湖居   | 独栋别墅 | 4室2厅 | 147平米 | 南 北 | 简装 | 无电梯,900,华南,单价61225元/平米
科城山庄  | 3室2厅 | 85.52平米 | 南 | 其他,338,科学城,单价39523元/平米
云山诗意竹风居  | 3室2厅 | 73.59平米 | 东北 | 其他,352.3,白云大道北,单价47868元/平米
珠江嘉园  | 3室2厅 | 107平米 | 东南 | 其他,230,科学城,单价21496元/平米
富力阳光美居  | 5室2厅 | 167.7平米 | 南 北 | 其他,553,石井,单价32976元/平米
华师大学宿舍高教新村  | 3室2厅 | 113平米 | 东南 | 简装 | 有电梯,700,五山,单价61947元/平米
时代倾城  | 3室2厅 | 95平米 | 北 | 其他,300,华南,单价31579元/平米
华南新城江山颐景茗苑  | 3室2厅 | 143平米 | 南 北 | 其他,500,华南,单价34966元/平米
中海康城  | 3室2厅 | 110.77平米 | 北 | 其他 | 有电梯,518,黄村,单价46764元/平米
骏景花园  | 4室2厅 | 144平米 | 北 | 简装 | 有电梯,720,棠下,单价50000元/平米
橡树园  | 3室1厅 | 90.81平米 | 东南 | 其他,400,沙太南,单价44049元/平米
天立俊园  | 2室2厅 | 87平米 | 东 | 其他,455,滨江东,单价52299元/平米
丽林景苑  | 3室2厅 | 72.76平米 | 东南 | 其他 | 有电梯,385,金碧,单价52914元/平米
金润大厦  | 2室2厅 | 77.57平米 | 西 | 简装 | 有电梯,498,天润路,单价64201元/平米
祈福生活无限  | 4室2厅 | 138.95平米 | 北 | 其他 | 有电梯,400,旧区,单价28788元/平米
福龙苑  | 2室1厅 | 82.45平米 | 西 | 简装 | 无电梯,265,东莞庄,单价32141元/平米
丽江花园星海洲  | 3室1厅 | 101平米 | 东南 | 其他 | 有电梯,300,南浦,单价29703元/平米
新康花园康怡苑  | 2室2厅 | 80.95平米 | 南 北 | 其他 | 无电梯,145,新塘,单价17913元/平米
丽江花园丽茵楼  | 2室1厅 | 66平米 | 东北 | 其他 | 无电梯,160,南浦,单价24243元/平米
贝丽花园  | 1室1厅 | 43.58平米 | 南 | 精装 | 有电梯,180,机场路,单价41304元/平米
中怡城市花园  | 1室1厅 | 43平米 | 西 | 其他 | 有电梯,320,天河北,单价74419元/平米
汇侨新城北区  | 2室2厅 | 77.49平米 | 东 | 精装 | 有电梯,279,新市,单价36005元/平米
积德花园  | 2室1厅 | 64.1平米 | 南 | 其他 | 无电梯,190,同德围,单价29642元/平米
棠德花园  | 1室1厅 | 33平米 | 西 | 简装 | 无电梯,115,棠下,单价34849元/平米
积德花园  | 2室1厅 | 64.1平米 | 南 | 其他 | 无电梯,190,同德围,单价29642元/平米
福龙苑  | 2室1厅 | 82.45平米 | 西 | 简装 | 无电梯,265,东莞庄,单价32141元/平米
天隆花苑  | 2室1厅 | 64平米 | 北 | 其他,315,天润路,单价49219元/平米
淘金路  | 1室1厅 | 32.96平米 | 南 | 简装 | 无电梯,160,淘金,单价48544元/平米
广州雅居乐花园十年小雅  | 3室1厅 | 90平米 | 东北 | 其他 | 有电梯,360,华南,单价40000元/平米
光大花园  | 3室1厅 | 89平米 | 北 | 其他 | 有电梯,495,工业大道北,单价55618元/平米
新都盛世名门  | 1室1厅 | 49平米 | 北 | 其他 | 有电梯,108,新塘,单价22041元/平米
淘金家园  | 2室1厅 | 75平米 | 南 | 其他 | 有电梯,550,淘金,单价73334元/平米
芭堤水岸  | 2室1厅 | 93平米 | 西北 | 精装 | 有电梯,550,滨江东,单价59140元/平米
金碧世纪花园  | 2室2厅 | 75平米 | 北 | 精装 | 有电梯,278,区府,单价37067元/平米
江畔华庭  | 2室1厅 | 87平米 | 东南 | 其他 | 有电梯,445,滨江东,单价51150元/平米
广州雅居乐花园一尺山居  | 2室2厅 | 80平米 | 西南 | 其他 | 有电梯,295,华南,单价36875元/平米
广州雅居乐花园一尺山居  | 2室2厅 | 81.47平米 | 西南 | 其他 | 有电梯,285,华南,单价34983元/平米
合和新城  | 2室1厅 | 60.63平米 | 南 | 其他 | 有电梯,170,旧区,单价28039元/平米
棠德花园  | 3室1厅 | 57平米 | 南 | 其他 | 无电梯,200,棠下,单价35088元/平米
东方白云花园  | 3室2厅 | 93平米 | 东北 | 其他 | 有电梯,216,市桥,单价23226元/平米
广州雅居乐花园一尺山居  | 3室2厅 | 101平米 | 北 | 精装 | 有电梯,380,华南,单价37624元/平米
泓景花园  | 3室2厅 | 109平米 | 东南 | 其他 | 有电梯,650,赤岗,单价59634元/平米
万科城市花园  | 2室2厅 | 67.97平米 | 西南 | 其他 | 有电梯,250,区府,单价36781元/平米
金碧花园第一金碧  | 2室2厅 | 72.1平米 | 南 | 精装 | 有电梯,325,金碧,单价45077元/平米
泓景花园  | 2室1厅 | 73平米 | 东北 | 简装 | 有电梯,480,赤岗,单价65754元/平米
保利西海岸汇海花园  | 3室2厅 | 91.73平米 | 东南 | 其他 | 有电梯,338,金沙洲,单价36848元/平米
祈福新村康怡居  | 2室2厅 | 66.7平米 | 南 | 其他 | 无电梯,183,祈福,单价27437元/平米
海天花苑  | 2室1厅 | 72.64平米 | 西 | 简装,300,滨江东,单价41300元/平米
海天花苑  | 2室1厅 | 72.64平米 | 北 | 简装,300,滨江东,单价41300元/平米
海天花苑  | 3室1厅 | 91.76平米 | 南 | 简装,390,滨江东,单价42503元/平米
环市西路西站二街  | 2室1厅 | 46平米 | 南 | 其他 | 无电梯,128,流花站前,单价27827元/平米
天力居  | 2室2厅 | 73.13平米 | 西 | 精装 | 有电梯,260,东圃,单价35554元/平米
华侨乐园  | 2室1厅 | 76平米 | 西南 | 其他 | 有电梯,450,淘金,单价59211元/平米
东方白云花园  | 3室2厅 | 93平米 | 东北 | 其他 | 有电梯,216,市桥,单价23226元/平米
金碧新城  | 2室1厅 | 65平米 | 南 | 精装 | 有电梯,230,石井,单价35385元/平米
天力居  | 2室1厅 | 61.21平米 | 北 | 简装 | 有电梯,240,东圃,单价39210元/平米
淘金路淘金坑  | 2室2厅 | 89平米 | 南 北 | 简装,418,淘金,单价46967元/平米
金德苑  | 1室1厅 | 46平米 | 北 | 其他 | 无电梯,100,同德围,单价21740元/平米
中大科教楼  | 1室1厅 | 33.42平米 | 西北 | 其他,108,新港西,单价32316元/平米
云山诗意琴韵居  | 3室2厅 | 111.75平米 | 南 | 简装 | 有电梯,490,白云大道北,单价43848元/平米
北较场路  | 2室1厅 | 61.43平米 | 东 西 | 其他 | 无电梯,360,小北,单价58604元/平米
兴禺大厦  | 3室1厅 | 96平米 | 南 北 | 简装 | 有电梯,285,粤垦,单价29688元/平米
珠江花园  | 3室2厅 | 86.88平米 | 西北 | 其他,235,洛溪,单价27049元/平米
永福路永福西约  | 2室1厅 | 45.68平米 | 西南 | 其他 | 无电梯,178,黄花岗,单价38967元/平米
麓景路狮带岗中  | 2室1厅 | 44.42平米 | 东南 | 其他,160,麓景,单价36020元/平米
祈福水城  | 2室2厅 | 76平米 | 北 | 其他 | 有电梯,182,沙湾,单价23948元/平米
仓边路  | 3室1厅 | 87.97平米 | 南 北 | 其他 | 无电梯,440,农讲所,单价50018元/平米
金碧花园第三金碧  | 1室1厅 | 35.78平米 | 南 北 | 简装,172,金碧,单价48072元/平米
宏宇广场  | 2室1厅 | 57.11平米 | 东 | 简装 | 有电梯,240,宝岗,单价42025元/平米
城西花园  | 2室2厅 | 65.23平米 | 南 | 其他 | 无电梯,185,金沙洲,单价28362元/平米
吉祥北园  | 2室1厅 | 80.1平米 | 南 | 其他,190,洛溪,单价23721元/平米
拥翠小区西六街  | 3室1厅 | 98.4平米 | 东南 | 其他,460,建设路,单价46748元/平米
云景花园云桦苑  | 2室2厅 | 83平米 | 北 | 其他 | 有电梯,360,同和,单价43374元/平米
祈福新村湖景居  | 2室2厅 | 58.7平米 | 南 | 其他 | 无电梯,160,祈福,单价27258元/平米
新兴白云花园乐居大街  | 1室1厅 | 44.31平米 | 东北 | 其他 | 无电梯,110,白云大道北,单价24826元/平米
新兴白云花园乐居大街  | 2室1厅 | 52.97平米 | 东北 | 其他 | 无电梯,140,白云大道北,单价26431元/平米
北站路  | 2室1厅 | 45.59平米 | 南 | 简装 | 无电梯,100,机场路,单价21935元/平米
石基城市花园  | 1室2厅 | 35.1平米 | 南 | 其他 | 无电梯,72,市桥,单价20513元/平米
汇侨新城南区  | 4室1厅 | 144.57平米 | 北 | 其他 | 有电梯,435,新市,单价30090元/平米
梓元岗路  | 2室1厅 | 40.96平米 | 南 | 其他 | 无电梯,88,桂花岗,单价21485元/平米
龙景大厦  | 2室1厅 | 64.83平米 | 西 | 简装 | 有电梯,200,赤岗,单价30850元/平米
水韵蓝湾南区  | 2室2厅 | 78平米 | 南 | 精装 | 有电梯,210,沙湾,单价26924元/平米
加拿大花园  | 3室2厅 | 98平米 | 东南 | 精装 | 无电梯,398,华景新城,单价40613元/平米
骏业阁  | 2室1厅 | 82.06平米 | 东 | 简装 | 有电梯,345,西关,单价42043元/平米
新燕花园  | 3室2厅 | 80.92平米 | 南 | 简装 | 有电梯,530,粤垦,单价65497元/平米
荣校大院  | 3室1厅 | 96平米 | 南 北 | 简装 | 无电梯,350,新港西,单价36459元/平米
骏鸿苑  | 3室2厅 | 100平米 | 南 | 其他,270,区府,单价27000元/平米
云安路  | 2室1厅 | 85平米 | 南 | 简装,230,人和,单价27059元/平米
华港花园  | 3室2厅 | 101平米 | 东南 | 精装 | 无电梯,630,天河公园,单价62377元/平米
瑞宝花园  | 3室2厅 | 90.27平米 | 北 | 精装 | 有电梯,438,金碧,单价48522元/平米
碧桂园凤凰城凤妍苑  | 3室2厅 | 95平米 | 北 | 其他 | 有电梯,268,新塘,单价28211元/平米
尚东美御  | 3室2厅 | 137平米 | 西南 | 精装 | 有电梯,1100,珠江新城东,单价80292元/平米
茶景园  | 3室2厅 | 101.81平米 | 西南 | 其他,590,五山,单价57952元/平米
碧桂园凤凰城凤天苑  | 4室1厅 | 136平米 | 南 | 精装 | 有电梯,400,新塘,单价29412元/平米
荔园小区  | 2室2厅 | 78.46平米 | 南 | 简装 | 无电梯,255,区府,单价32501元/平米
南雅苑黄埔大道西  | 2室2厅 | 68.47平米 | 南 | 简装 | 无电梯,350,天河南,单价51118元/平米
银珠苑  | 2室1厅 | 129.58平米 | 南 | 其他,550,东晓路,单价42445元/平米
顺华名庭  | 2室1厅 | 87.23平米 | 东 | 简装 | 有电梯,295,新港西,单价33819元/平米
财智大厦  | 2室1厅 | 52.34平米 | 东 | 简装 | 有电梯,150,新港西,单价28659元/平米
海关大院  | 2室2厅 | 92平米 | 北 | 精装 | 有电梯,305,区府,单价33153元/平米
惠福西路温良新街  | 2室1厅 | 67.8平米 | 西南 | 其他,260,解放南,单价38349元/平米
建兴大厦  | 3室2厅 | 94.59平米 | 南 北 | 简装 | 有电梯,230,市桥,单价24316元/平米
橡树园  | 2室2厅 | 85.98平米 | 西北 | 其他 | 有电梯,339,沙太南,单价39428元/平米
高科大厦  | 5室2厅 | 179.98平米 | 东南 | 简装 | 有电梯,780,天河北,单价43339元/平米
尚峰酒店公寓  | 3室1厅 | 133.28平米 | 东南 | 其他,450,北京路,单价33764元/平米
江南西路  | 3室1厅 | 77.97平米 | 南 北 | 其他 | 有电梯,350,江南西,单价44890元/平米
沙园沙园五街  | 1室1厅 | 33.07平米 | 南 | 其他 | 无电梯,100,工业大道北,单价30239元/平米
宝岗大道贵德街  | 3室2厅 | 106.78平米 | 西 | 精装 | 无电梯,420,宝岗,单价39334元/平米
广州碧桂园华苑  | 3室1厅 | 117平米 | 南 北 | 简装 | 无电梯,370,南浦,单价31624元/平米
恒龙苑  | 2室2厅 | 82.03平米 | 西 | 简装 | 有电梯,380,宝岗,单价46325元/平米
江南大道南  | 2室2厅 | 61.75平米 | 东南 | 简装,200,昌岗,单价32389元/平米
增槎路锦翠苑  | 3室2厅 | 87平米 | 东南 | 精装,350,罗冲围,单价40230元/平米
华景新城逸宁居  | 3室1厅 | 79.03平米 | 东北 | 精装 | 有电梯,400,华景新城,单价50614元/平米
康雅花园  | 2室1厅 | 69.89平米 | 南 北 | 精装 | 无电梯,175,机场路,单价25040元/平米
红棉苑南区  | 3室2厅 | 88平米 | 南 北 | 精装 | 无电梯,270,花地大道,单价30682元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 100.12平米 | 东 | 其他 | 有电梯,245,新塘,单价24471元/平米
翡翠绿洲森林半岛  | 3室2厅 | 98.52平米 | 北 | 精装 | 有电梯,300,新塘,单价30451元/平米
五山路  | 2室2厅 | 63平米 | 南 | 简装,358,五山,单价56826元/平米
保利心语花园  | 2室2厅 | 81平米 | 北 | 精装 | 有电梯,710,珠江新城中,单价87655元/平米
华景新城陶然庭园  | 2室2厅 | 77平米 | 东北 | 精装 | 有电梯,410,华景新城,单价53247元/平米
名粤广场  | 1室1厅 | 46.64平米 | 南 北 | 精装 | 有电梯,125,广州大道南,单价26802元/平米
金碧翡翠华庭  | 2室2厅 | 67.4平米 | 南 北 | 简装 | 有电梯,500,天润路,单价74184元/平米
荔尚国际  | 2室1厅 | 50.98平米 | 北 | 其他 | 有电梯,268,西关,单价52570元/平米
穗花新村  | 2室1厅 | 68.23平米 | 西北 | 简装 | 有电梯,318,昌岗,单价46608元/平米
碧桂园凤凰城凤妍苑  | 3室2厅 | 100平米 | 南 | 其他 | 有电梯,250,新塘,单价25000元/平米
翡翠绿洲森林半岛  | 3室2厅 | 102.85平米 | 东 | 毛坯 | 有电梯,238,新塘,单价23141元/平米
保利中汇广场  | 1室2厅 | 81.23平米 | 南 | 其他 | 有电梯,320,东站,单价39395元/平米
尚雅苑尚雅街  | 3室2厅 | 77平米 | 东南 | 其他 | 无电梯,385,天河南,单价50000元/平米
民间金融大厦  | 1室0厅 | 46平米 | 南 | 其他 | 有电梯,175,解放南,单价38044元/平米
金泽豪庭  | 3室2厅 | 143平米 | 南 北 | 其他 | 有电梯,345,新塘,单价24126元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 97平米 | 南 | 其他 | 有电梯,260,新塘,单价26805元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 北 | 精装 | 有电梯,240,新塘,单价25807元/平米
金港花园  | 2室2厅 | 76.83平米 | 西 | 精装 | 有电梯,268,区府,单价34883元/平米
鸿福大厦  | 3室1厅 | 101平米 | 南 北 | 其他 | 有电梯,360,昌岗,单价35644元/平米
铂林国际公寓  | 1室1厅 | 34.46平米 | 南 | 简装 | 有电梯,330,珠江新城西,单价95764元/平米
盈彩美居  | 2室2厅 | 75平米 | 北 | 精装 | 有电梯,328,东圃,单价43734元/平米
昌岗东电信大厦  | 2室2厅 | 90平米 | 东南 | 简装 | 有电梯,410,昌岗,单价45556元/平米
富力天朗明居N区  | 2室1厅 | 71平米 | 北 | 简装 | 有电梯,340,棠下,单价47888元/平米
电子五所宿舍  | 2室2厅 | 54.7平米 | 南 北 | 精装 | 无电梯,280,东莞庄,单价51189元/平米
华景新城陶然庭园  | 2室2厅 | 77平米 | 北 | 简装 | 有电梯,415,华景新城,单价53897元/平米
顺景雅苑  | 2室1厅 | 75.91平米 | 北 | 精装 | 有电梯,320,新港西,单价42156元/平米
新世界东逸花园  | 2室2厅 | 82平米 | 北 | 简装 | 无电梯,510,天河公园,单价62196元/平米
新世界东逸花园  | 2室2厅 | 92平米 | 北 | 简装 | 有电梯,630,天河公园,单价68479元/平米
南华西大厦  | 3室1厅 | 98.56平米 | 西北 | 其他 | 有电梯,465,宝岗,单价47180元/平米
雅居乐富春山居  | 1室0厅 | 49.05平米 | 南 | 精装 | 有电梯,170,科学城,单价34659元/平米
翰林苑  | 2室2厅 | 83平米 | 东北 | 精装,345,长兴,单价41567元/平米
富力碧涛湾  | 3室2厅 | 89.5平米 | 西南 | 其他 | 有电梯,320,罗冲围,单价35755元/平米
得宝花园  | 2室1厅 | 65平米 | 北 | 其他 | 无电梯,200,同德围,单价30770元/平米
金碧世纪花园  | 2室1厅 | 65平米 | 北 | 精装 | 有电梯,260,区府,单价40000元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 94.9平米 | 南 | 精装 | 无电梯,225,新塘,单价23710元/平米
东华东路  | 2室2厅 | 68.29平米 | 南 北 | 简装 | 无电梯,530,东湖,单价77611元/平米
怡桂苑  | 2室2厅 | 90.62平米 | 南 | 简装 | 有电梯,250,黄石路,单价27588元/平米
富力天朗明居N区  | 2室1厅 | 78.22平米 | 北 | 其他 | 有电梯,360,棠下,单价46025元/平米
德荣小区  | 3室1厅 | 92.04平米 | 西北 | 简装 | 有电梯,520,龙口西,单价56498元/平米
中山大学宿舍园西区  | 1室1厅 | 50平米 | 南 北 | 简装 | 无电梯,270,新港西,单价54000元/平米
碧桂园凤凰城凤天苑  | 3室2厅 | 136.24平米 | 南 北 | 精装 | 有电梯,400,新塘,单价29360元/平米
马赛国际公寓  | 1室0厅 | 72平米 | 西南 | 简装 | 有电梯,300,珠江新城东,单价41667元/平米
穗花新村穗花南街  | 3室2厅 | 86.21平米 | 东北 | 简装 | 无电梯,430,昌岗,单价49879元/平米
翡翠绿洲育才阳光苑  | 3室2厅 | 123平米 | 西 | 其他 | 有电梯,280,新塘,单价22765元/平米
缝纫机厂宿舍  | 3室1厅 | 88.26平米 | 东 | 简装 | 无电梯,260,新港西,单价29459元/平米
华景新城怡华台  | 2室2厅 | 78平米 | 东北 | 精装 | 有电梯,440,华景新城,单价56411元/平米
华景新城逸雅居  | 3室2厅 | 188.61平米 | 南 | 精装 | 有电梯,950,华景新城,单价50369元/平米
金泽豪庭  | 3室2厅 | 143平米 | 南 北 | 其他 | 有电梯,330,新塘,单价23077元/平米
碧桂园凤凰城凤仪苑  | 3室2厅 | 99.49平米 | 南 北 | 简装 | 无电梯,235,新塘,单价23621元/平米
白云骏景家园骏雅轩  | 3室2厅 | 108平米 | 北 | 其他 | 有电梯,358,新市,单价33149元/平米
翡翠绿洲湖滨苑  | 3室2厅 | 99平米 | 北 | 其他,215,新塘,单价21718元/平米
黄沙大道  | 2室1厅 | 82.63平米 | 东南 | 其他,332,黄沙,单价40180元/平米
教育路九曜坊  | 2室2厅 | 74.05平米 | 南 | 精装,315,北京路,单价42539元/平米
景云路  | 2室1厅 | 58.85平米 | 东南 | 其他 | 无电梯,185,大金钟,单价31436元/平米
金港花园  | 1室2厅 | 51.25平米 | 北 | 精装,220,区府,单价42927元/平米
民航小区向云新街  | 2室1厅 | 74平米 | 西北 | 简装,285,白云大道南,单价38514元/平米
细岗路细岗东二街  | 2室1厅 | 67平米 | 东南 | 简装,215,昌岗,单价32090元/平米
